FID,NAME,CITY,STATE,COUNTY,STATUS,TYPE
226,ST JOSEPHS HOSPITAL,PHILADELPHIA,PA,PHILADELPHIA,CLOSED,GENERAL ACUTE CARE
227,VA MEDICAL CENTER - PHILADELPHIA,PHILADELPHIA,PA,PHILADELPHIA,OPEN,MILITARY
228,GEISINGER MEDICAL CENTER,DANVILLE,PA,MONTOUR,OPEN,GENERAL ACUTE CARE
229,NORTHSIDE HOSPITAL - CHEROKEE,CANTON,GA,CHEROKEE,OPEN,GENERAL ACUTE CARE
230,"SOUTHWELL MEDICAL, A CAMPUS OF TRMC",ADEL,GA,COOK,OPEN,GENERAL ACUTE CARE
231,NORTHERN MONTANA HOSPITAL,HAVRE,MT,HILL,OPEN,GENERAL ACUTE CARE
232,MUSC MEDICAL CENTER,CHARLESTON,SC,CHARLESTON,OPEN,GENERAL ACUTE CARE
233,VERITAS COLLABORATIVE GEORGIA,ATLANTA,GA,DEKALB,OPEN,PSYCHIATRIC
234,PAGE MEMORIAL HOSPITAL,LURAY,VA,PAGE,OPEN,CRITICAL ACCESS
235,UH PORTAGE - ROBINSON MEMORIAL HOSPITAL,RAVENNA,OH,PORTAGE,OPEN,GENERAL ACUTE CARE
236,DELL CHILDREN'S MEDICAL CENTER,AUSTIN,TX,TRAVIS,OPEN,CHILDREN
237,COOK CHILDREN'S MEDICAL CENTER,FORT WORTH,TX,TARRANT,OPEN,CHILDREN
238,ARBOR HEALTH MORTON GENERAL HOSPITAL,MORTON,WA,LEWIS,OPEN,CRITICAL ACCESS
239,"INDIANA SPINE HOSPITAL, LLC",CARMEL,IN,HAMILTON,OPEN,SPECIAL
240,ASCENSION SE WISCONSIN HOSPITAL - ELMBROOK CAMPUS,BROOKFIELD,WI,WAUKESHA,OPEN,GENERAL ACUTE CARE
241,ASCENSION SE WISCONSIN HOSPITAL - FRANKLIN CAMPUS,FRANKLIN,WI,MILWAUKEE,OPEN,GENERAL ACUTE CARE
242,ASCENSION SE WISCONSIN HOSPITAL ST JOSEPH,MILWAUKEE,WI,MILWAUKEE,OPEN,GENERAL ACUTE CARE
243,ASCENSION ST CLARES HOSPITAL,WESTON,WI,MARATHON,OPEN,GENERAL ACUTE CARE
244,ASCENSION ST FRANCIS HOSPITAL,MILWAUKEE,WI,MILWAUKEE,OPEN,GENERAL ACUTE CARE
245,ASCENSION ST MARYS HOSPITAL,RHINELANDER,WI,ONEIDA,OPEN,GENERAL ACUTE CARE
246,MIAMI VALLEY HOSPITAL,DAYTON,OH,MONTGOMERY,OPEN,GENERAL ACUTE CARE
247,ASCENSION ST MICHAELS HOSPITAL,STEVENS POINT,WI,PORTAGE,OPEN,GENERAL ACUTE CARE
248,ASPIRUS RIVERVIEW HSPTL ASSOC,WISCONSIN RAPIDS,WI,WOOD,OPEN,GENERAL ACUTE CARE
249,ASPIRUS WAUSAU HOSPITAL,WAUSAU,WI,MARATHON,OPEN,GENERAL ACUTE CARE
250,AURORA LAKELAND MED CTR,ELKHORN,WI,WALWORTH,OPEN,GENERAL ACUTE CARE
251,AURORA MED CENTER-WASHINGTON COUNTY,HARTFORD,WI,WASHINGTON,OPEN,GENERAL ACUTE CARE
252,AURORA MED CTR KENOSHA,KENOSHA,WI,KENOSHA,OPEN,GENERAL ACUTE CARE
253,AURORA MED CTR MANITOWOC CTY,TWO RIVERS,WI,MANITOWOC,OPEN,GENERAL ACUTE CARE
254,MHP MEDICAL CENTER,SHELBYVILLE,IN,SHELBY,OPEN,GENERAL ACUTE CARE
255,COVENANT CHILDREN'S HOSPITAL,LUBBOCK,TX,LUBBOCK,OPEN,CHILDREN
256,PARKVIEW WABASH HOSPITAL,WABASH,IN,WABASH,OPEN,GENERAL ACUTE CARE
257,NEURO BEHAVIORAL HOSPITAL,CROWN POINT,IN,LAKE,OPEN,PSYCHIATRIC
258,PERRY COUNTY MEMORIAL HOSPITAL,TELL CITY,IN,PERRY,OPEN,GENERAL ACUTE CARE
259,ST JOSEPH HEALTH CENTER,WARREN,OH,TRUMBULL,OPEN,GENERAL ACUTE CARE
260,TRUMBULL MEMORIAL HOSPITAL,WARREN,OH,TRUMBULL,OPEN,GENERAL ACUTE CARE
261,PROVIDENCE HOOD RIVER MEMORIAL HOSPITAL,HOOD RIVER,OR,HOOD RIVER,OPEN,CRITICAL ACCESS
262,RIVERSIDE MEDICAL CENTER,KANKAKEE,IL,KANKAKEE,OPEN,GENERAL ACUTE CARE
263,BLUE MOUNTAIN HOSPITAL,JOHN DAY,OR,GRANT,OPEN,CRITICAL ACCESS
264,VASSAR BROTHERS MEDICAL CENTER,POUGHKEEPSIE,NY,DUTCHESS,OPEN,GENERAL ACUTE CARE
265,ERIE COUNTY MEDICAL CENTER,BUFFALO,NY,ERIE,OPEN,GENERAL ACUTE CARE
266,STRONG MEMORIAL HOSPITAL,ROCHESTER,NY,MONROE,OPEN,GENERAL ACUTE CARE
267,NORTH SHORE UNIVERSITY HOSPITAL,MANHASSET,NY,NASSAU,OPEN,GENERAL ACUTE CARE
268,EDWIN SHAW REHABILITATION INSTITUTE,CUYAHOGA FALLS,OH,SUMMIT,CLOSED,REHABILITATION
269,NASSAU UNIVERSITY MEDICAL CENTER,EAST MEADOW,NY,NASSAU,OPEN,GENERAL ACUTE CARE
270,SOUTH NASSAU COMMUNITIES HOSPITAL,OCEANSIDE,NY,NASSAU,OPEN,GENERAL ACUTE CARE
271,UNIVERSITY HOSPITAL SUNY HEALTH SCIENCE CENTER,SYRACUSE,NY,ONONDAGA,OPEN,GENERAL ACUTE CARE
272,ST. LUKE'S CORNWALL HOSPITAL - NEWBURGH CAMPUS,NEWBURGH,NY,ORANGE,OPEN,GENERAL ACUTE CARE
273,PARKLAND MEDICAL CENTER,DERRY,NH,ROCKINGHAM,OPEN,GENERAL ACUTE CARE
274,ORANGE REGIONAL MEDICAL CENTER,MIDDLETOWN,NY,ORANGE,OPEN,GENERAL ACUTE CARE
275,SAMARITAN HOSPITAL,TROY,NY,RENSSELAER,OPEN,GENERAL ACUTE CARE
276,CANTON-POTSDAM HOSPITAL,POTSDAM,NY,ST. LAWRENCE,OPEN,GENERAL ACUTE CARE
277,PEACEHEALTH PEACE ISLAND MEDICAL CENTER,FRIDAY HARBOR,WA,SAN JUAN,OPEN,CRITICAL ACCESS
278,MONTEFLORE NYACK HOSPITAL,NYACK,NY,ROCKLAND,OPEN,GENERAL ACUTE CARE
279,SARATOGA HOSPITAL,SARATOGA,NY,SARATOGA,OPEN,GENERAL ACUTE CARE
280,NORTHSHORE UNIVERSITY HEALTHSYSTEM DBA HIGHLAND PARK HOSPITAL,HIGHLAND PARK,IL,LAKE,OPEN,GENERAL ACUTE CARE
281,ADVOCATE CONDELL MEDICAL CENTER,LIBERTYVILLE,IL,LAKE,OPEN,GENERAL ACUTE CARE
282,ADVOCATE GOOD SHEPHERD HOSPITAL,BARRINGTON,IL,LAKE,OPEN,GENERAL ACUTE CARE
283,GALESBURG COTTAGE HOSPITAL,GALESBURG,IL,KNOX,OPEN,GENERAL ACUTE CARE
284,ST MARY MEDICAL CENTER,GALESBURG,IL,KNOX,OPEN,GENERAL ACUTE CARE
285,MIDWESTERN REGION MED CENTER,ZION,IL,LAKE,OPEN,GENERAL ACUTE CARE
286,KENNEDY KREIGER INSTITUTE,BALTIMORE,MD,BALTIMORE CITY,OPEN,GENERAL ACUTE CARE
287,MERCY MEDICAL CENTER,BALTIMORE,MD,BALTIMORE CITY,OPEN,GENERAL ACUTE CARE
288,SINAI HOSPITAL OF BALTIMORE,BALTIMORE,MD,BALTIMORE CITY,OPEN,GENERAL ACUTE CARE
289,UNIVERSITY OF MARYLAND MEDICAL CENTER,BALTIMORE,MD,BALTIMORE CITY,OPEN,GENERAL ACUTE CARE
290,ST. JAMES HOSPITAL,HORNELL,NY,STEUBEN,OPEN,GENERAL ACUTE CARE
291,JOHNS HOPKINS BAYVIEW MEDICAL CENTER,BALTIMORE,MD,BALTIMORE CITY,OPEN,GENERAL ACUTE CARE
292,VALLEY REGIONAL HOSPITAL,CLAREMONT,NH,SULLIVAN,OPEN,GENERAL ACUTE CARE
293,HAMPSTEAD HOSPITAL,HAMPSTEAD,NH,ROCKINGHAM,OPEN,PSYCHIATRIC
294,FRISBIE MEMORIAL HOSPITAL,ROCHESTER,NH,STRAFFORD,OPEN,GENERAL ACUTE CARE
295,CROTCHED MOUNTAIN REHABILITATION CENTER,GREENFIELD,NH,HILLSBOROUGH,OPEN,REHABILITATION
296,SOUTHERN NEW HAMPSHIRE MEDICAL CENTER,NASHUA,NH,HILLSBOROUGH,OPEN,GENERAL ACUTE CARE
297,ST JOSEPH HOSPITAL,NASHUA,NH,HILLSBOROUGH,OPEN,GENERAL ACUTE CARE
298,ELLIOT HOSPITAL CITY OF MANCHESTER,MANCHESTER,NH,HILLSBOROUGH,OPEN,GENERAL ACUTE CARE
299,CONCORD HOSPITAL,CONCORD,NH,MERRIMACK,OPEN,GENERAL ACUTE CARE
300,FRANKLIN REGIONAL HOSPITAL,FRANKLIN,NH,MERRIMACK,OPEN,GENERAL ACUTE CARE
301,UNIVERSITY HOSPITAL STONEY BROOK SOUTHAMPTON HOSPITAL,SOUTHAMPTON,NY,SUFFOLK,OPEN,GENERAL ACUTE CARE
302,EASTERN LONG ISLAND HOSPITAL,GREENPORT,NY,SUFFOLK,OPEN,GENERAL ACUTE CARE
303,HUNTINGTON HOSPITAL,HUNTINGTON,NY,SUFFOLK,OPEN,GENERAL ACUTE CARE
304,SOUTHSIDE HOSPITAL,BAY SHORE,NY,SUFFOLK,OPEN,GENERAL ACUTE CARE
305,SAINT JOSEPH HOSPITAL,LEXINGTON,KY,FAYETTE,OPEN,GENERAL ACUTE CARE
306,SHRINERS HOSPITAL FOR CHILDREN,LEXINGTON,KY,FAYETTE,OPEN,CHILDREN
307,GOOD SAMARITAN HOSPITAL - WEST ISLIP,WEST ISLIP,NY,SUFFOLK,OPEN,GENERAL ACUTE CARE
308,HEALTHALLIANCE HOSPITAL - BROADWAY CAMPUS,KINGSTON,NY,ULSTER,OPEN,GENERAL ACUTE CARE
309,ELLENVILLE REGIONAL HOSPITAL,ELLENVILLE,NY,ULSTER,OPEN,CRITICAL ACCESS
310,NEWARK-WAYNE COMMUNITY HOSPITAL,NEWARK,NY,WAYNE,OPEN,GENERAL ACUTE CARE
311,ST. JOHN'S RIVERSIDE HOSPITAL - DOBBS FERRY,DOBBS FERRY,NY,WESTCHESTER,OPEN,GENERAL ACUTE CARE
312,PHELPS MEMORIAL HOSPITAL CENTER,SLEEPY HOLLOW,NY,WESTCHESTER,OPEN,GENERAL ACUTE CARE
313,TWIN LAKES REGIONAL MEDICAL CENTER,LEITCHFIELD,KY,GRAYSON,OPEN,GENERAL ACUTE CARE
314,OUR LADY OF BELLEFONTE HOSPITAL,ASHLAND,KY,GREENUP,OPEN,GENERAL ACUTE CARE
315,BLYTHEDALE CHILDREN'S HOSPITAL,VALHALLA,NY,WESTCHESTER,OPEN,CHILDREN
316,PASSAVANT AREA HOSPITAL,JACKSONVILLE,IL,MORGAN,OPEN,GENERAL ACUTE CARE
317,BROOK LANE HEALTH SERVICES,HAGERSTOWN,MD,WASHINGTON,OPEN,PSYCHIATRIC
318,GARRARD COUNTY HOSPITAL,LANCASTER,KY,GARRARD,CLOSED,GENERAL ACUTE CARE
319,WESTCHESTER MEDICAL CENTER,VALHALLA,NY,WESTCHESTER,OPEN,GENERAL ACUTE CARE
320,MONTEFIORE MEDICAL CENTER - MOSES DIVISION,BRONX,NY,BRONX,OPEN,GENERAL ACUTE CARE
321,FRANKFORT REGIONAL MEDICAL CENTER,FRANKFORT,KY,FRANKLIN,OPEN,LONG TERM CARE
322,NORTH CENTRAL BRONX HOSPITAL,BRONX,NY,BRONX,OPEN,GENERAL ACUTE CARE
323,MERITUS MEDICAL CENTER,HAGERSTOWN,MD,WASHINGTON,OPEN,GENERAL ACUTE CARE
324,BROOKDALE HOSPITAL MEDICAL CENTER,BROOKLYN,NY,KINGS,OPEN,GENERAL ACUTE CARE
325,BROOKLYN HOSPITAL CENTER,BROOKLYN,NY,KINGS,OPEN,GENERAL ACUTE CARE
326,MONTEFIORE WESTCHESTER SQUARE MEDICAL CENTER,BRONX,NY,BRONX,CLOSED,GENERAL ACUTE CARE
327,KINGS COUNTY HOSPITAL CENTER,BROOKLYN,NY,KINGS,OPEN,GENERAL ACUTE CARE
328,CONEY ISLAND HOSPITAL,BROOKLYN,NY,KINGS,OPEN,GENERAL ACUTE CARE
329,NYU LUTHERAN MEDICAL CENTER,BROOKLYN,NY,KINGS,OPEN,GENERAL ACUTE CARE
330,JACOBI MEDICAL CENTER,BRONX,NY,BRONX,OPEN,GENERAL ACUTE CARE
331,NEW YORK METHODIST HOSPITAL,BROOKLYN,NY,KINGS,OPEN,GENERAL ACUTE CARE
332,NYU HOSPITAL FOR JOINT DISEASES,NEW YORK,NY,NEW YORK,OPEN,GENERAL ACUTE CARE
333,NEW YORK PRESBYTERIAN MORGAN STANLEY CHILDREN'S HOSPITAL,NEW YORK,NY,NEW YORK,OPEN,CHILDREN
334,THE ADDICTION INSTITUTE OF NEW YORK,NEW YORK,NY,NEW YORK,CLOSED,PSYCHIATRIC
335,ELMHURST HOSPITAL CENTER,ELMHURST,NY,QUEENS,OPEN,GENERAL ACUTE CARE
336,JAMAICA HOSPITAL MEDICAL CENTER,JAMAICA,NY,QUEENS,OPEN,GENERAL ACUTE CARE
337,HOOPESTON COMMUNITY MEMORIAL HOSPITAL,HOOPESTON,IL,VERMILION,OPEN,CRITICAL ACCESS
338,OSF HEALTHCARESYSTEM DBA SACRED HEART MEDICAL CENTER,DANVILLE,IL,VERMILION,OPEN,GENERAL ACUTE CARE
339,THE MEDICAL CENTER AT BOWLING GREEN,BOWLING GREEN,KY,WARREN,OPEN,GENERAL ACUTE CARE
340,NEW YORK PRESBYTERIAN QUEENS,FLUSHING,NY,QUEENS,OPEN,GENERAL ACUTE CARE
341,"ROCK REGIONAL HOSPITAL, LLC",DERBY,KS,SEDGWICK,OPEN,LONG TERM CARE
342,GLEN COVE HOSPITAL,GLEN COVE,NY,NASSAU,OPEN,GENERAL ACUTE CARE
343,EPHRAIM MCDOWELL FORT LOGAN HOSPITAL,STANFORD,KY,LINCOLN,OPEN,CRITICAL ACCESS
344,LIVINGSTON HOSPITAL AND HEALTHCARE SERVICES,SALEM,KY,LIVINGSTON,OPEN,CRITICAL ACCESS
345,MONTEFIORE NEW ROCHELLE HOSPITAL,NEW ROCHELLE,NY,WESTCHESTER,OPEN,GENERAL ACUTE CARE
346,MOUNT SINAI BETH ISRAEL BROOKLYN,BROOKLYN,NY,KINGS,OPEN,GENERAL ACUTE CARE
347,NEW YORK PRESBYTERIAN HOSPITAL - WESTCHESTER DIVISION,WHITE PLAINS,NY,WESTCHESTER,OPEN,PSYCHIATRIC
348,HARLEM HOSPITAL CENTER,NEW YORK,NY,NEW YORK,OPEN,GENERAL ACUTE CARE
349,HENRY J. CARTER SPECIALTY HOSPITAL,NEW YORK,NY,NEW YORK,OPEN,LONG TERM CARE
350,SAINT BARNABAS HOSPITAL HEALTH SYSTEM,BRONX,NY,BRONX,OPEN,GENERAL ACUTE CARE
351,IRA DAVENPORT MEMORIAL HOSPITAL INC,BATH,NY,STEUBEN,OPEN,GENERAL ACUTE CARE
352,ST. MARY'S HEALTHCARE - AMSTERDAM MEMORIAL CAMPUS,AMSTERDAM,NY,MONTGOMERY,OPEN,GENERAL ACUTE CARE
353,THE BURDETT CARE CENTER,TROY,NY,RENSSELAER,OPEN,WOMEN
354,MORRIS HOSPITAL & HEALTHCARE CENTERS,MORRIS,IL,GRUNDY,OPEN,GENERAL ACUTE CARE
355,SWEDISH AMERICAN HOSPITAL,ROCKFORD,IL,WINNEBAGO,OPEN,GENERAL ACUTE CARE
356,JAVON BEA HOSPITAL DBA MERCY HEALTH HOSPITAL ROCKTON AVE,ROCKFORD,IL,WINNEBAGO,OPEN,GENERAL ACUTE CARE
357,THE UNIVERSITY OF VERMONT HEALTH NETWORK - CHAMPLAIN VALLEY PHYSICIANS HOSPITAL,PLATTSBURGH,NY,CLINTON,OPEN,GENERAL ACUTE CARE
358,MONTEFIORE MEDICAL CENTER-WAKEFIELD HOSPITAL,BRONX,NY,BRONX,OPEN,GENERAL ACUTE CARE
359,HOLY CROSS HOSPITAL,SILVER SPRING,MD,MONTGOMERY,OPEN,GENERAL ACUTE CARE
360,SILVER CROSS HOSPITAL AND MEDICAL CENTERS,NEW LENOX,IL,WILL,OPEN,GENERAL ACUTE CARE
361,ADVENTIST BOLINGBROOK HOSPITAL,BOLINGBROOK,IL,WILL,OPEN,GENERAL ACUTE CARE
362,FORT WASHINGTON HOSPITAL,FORT WASHINGTON,MD,PRINCE GEORGE'S,OPEN,GENERAL ACUTE CARE
363,MOUNT SINAI ST. LUKE'S,NEW YORK,NY,NEW YORK,OPEN,GENERAL ACUTE CARE
364,NEW YORK PRESBYTERIAN HOSPITAL - COLUMBIA PRESBYTERIAN CENTER,NEW YORK,NY,NEW YORK,OPEN,GENERAL ACUTE CARE
365,NEW YORK PRESBYTERIAN HOSPITAL - NEW YORK WEILL CORNELL CENTER,NEW YORK,NY,NEW YORK,OPEN,GENERAL ACUTE CARE
366,NYULMC - COBBLE HILL,BROOKLYN,NY,KINGS,CLOSED,GENERAL ACUTE CARE
367,URMC STRONG WEST,BROCKPORT,NY,MONROE,OPEN,GENERAL ACUTE CARE
368,WOMEN AND CHILDREN'S HOSPITAL OF BUFFALO,BUFFALO,NY,ERIE,OPEN,CHILDREN
369,NYU WINTHROP-UNIVERSITY HOSPITAL,MINEOLA,NY,NASSAU,OPEN,GENERAL ACUTE CARE
370,UPMC CHAUTAUQUA AT WCA,JAMESTOWN,NY,CHAUTAUQUA,OPEN,PSYCHIATRIC
371,SJRH - PARK CARE PAVILION,YONKERS,NY,WESTCHESTER,OPEN,PSYCHIATRIC
372,VA MEDICAL CENTER - CANANDAIGUA,CANANDAIGUA,NY,ONTARIO,OPEN,MILITARY
373,FOUR WINDS HOSPITAL WESTCHESTER,KATONAH,NY,WESTCHESTER,OPEN,PSYCHIATRIC
374,FOUR WINDS HOSPITAL SARATOGA,SARATOGA SPRINGS,NY,SARATOGA,OPEN,PSYCHIATRIC
375,METHODIST HOSPITAL,HENDERSON,KY,HENDERSON,OPEN,GENERAL ACUTE CARE
376,CROSSROADS COMMUNITY HOSPITAL,MOUNT VERNON,IL,JEFFERSON,OPEN,GENERAL ACUTE CARE
377,COPLEY MEMORIAL HOSPITAL INC DBA RUSH COPLEY MEDICAL CENTER,AURORA,IL,KANE,OPEN,GENERAL ACUTE CARE
378,DELNOR COMMUNITY HOSPITAL,GENEVA,IL,KANE,OPEN,GENERAL ACUTE CARE
379,PRESENCE CENTRAL AND SUBURBAN HOSPITALS NETWORK DBA PRESENCE MERCY MEDICAL CENTER,AURORA,IL,KANE,OPEN,GENERAL ACUTE CARE
380,BLUEGRASS COMMUNITY HOSPITAL,VERSAILLES,KY,WOODFORD,OPEN,GENERAL ACUTE CARE
381,JAMES J. PETERS VA MEDICAL CENTER,BRONX,NY,BRONX,OPEN,MILITARY
382,HEART OF TEXAS MEMORIAL HOSPITAL,BRADY,TX,MCCULLOCH,OPEN,CRITICAL ACCESS
383,JACKSON COUNTY HOSPITAL,EDNA,TX,JACKSON,OPEN,CRITICAL ACCESS
384,SCHLEICHER COUNTY MEDICAL CENTER,ELDORADO,TX,SCHLEICHER,OPEN,CRITICAL ACCESS
385,TAYLOR REGIONAL HOSPITAL,CAMPBELLSVILLE,KY,TAYLOR,OPEN,GENERAL ACUTE CARE
386,COCHRAN MEMORIAL HOSPITAL,MORTON,TX,COCHRAN,OPEN,CRITICAL ACCESS
387,WESTERN MARYLAND REGIONAL MEDICAL CENTER,CUMBERLAND,MD,ALLEGANY,OPEN,GENERAL ACUTE CARE
388,ANNE ARUNDEL MEDICAL CENTER,ANNAPOLIS,MD,ANNE ARUNDEL,OPEN,GENERAL ACUTE CARE
389,KIRBY MEDICAL CENTER,MONTICELLO,IL,PIATT,OPEN,CRITICAL ACCESS
390,SAINT FRANCIS MEDICAL CENTER,PEORIA,IL,PEORIA,OPEN,GENERAL ACUTE CARE
391,BLESSING CARE CORPORATION ILLINI COMMUNITY HOSPITAL,PITTSFIELD,IL,PIKE,OPEN,CRITICAL ACCESS
392,MUSCOGEE (CREEK) NATION PHYSICAL REHABILITATION CENTER,OKMULGEE,OK,OKMULGEE,OPEN,REHABILITATION
393,BLESSING HOSPITAL,QUINCY,IL,ADAMS,OPEN,GENERAL ACUTE CARE
394,VALIR REHABILITATION HOSPITAL OF OKC,OKLAHOMA CITY,OK,OKLAHOMA,OPEN,REHABILITATION
395,METHODIST MEDICAL CENTER OF ILLINOIS,PEORIA,IL,PEORIA,OPEN,GENERAL ACUTE CARE
396,REHABILITATION INSTITUTE OF CHICAGO,CHICAGO,IL,COOK,OPEN,REHABILITATION
397,RIVEREDGE HOSPITAL,FOREST  PARK,IL,COOK,OPEN,PSYCHIATRIC
398,NORTHSHORE UNIVERSITY HEALTH SYSTEM SKOKIE HOSPITAL,SKOKIE,IL,COOK,OPEN,GENERAL ACUTE CARE
399,RUSH OAK PARK HOSPITAL,OAK PARK,IL,COOK,OPEN,GENERAL ACUTE CARE
400,ADVENTIST MIDWEST HEALTH DBA ADVENTIST LA GRANGE MEMORIAL HOSPITAL,LA GRANGE,IL,COOK,OPEN,GENERAL ACUTE CARE
401,GOTTLEB MEMORIAL HOSPITAL LOYOLA HEALTH SYSTEM AT GOTTLIEB,MELROSE PARK,IL,COOK,OPEN,GENERAL ACUTE CARE
402,CHRISTUS MOTHER FRANCES HOSPITAL - WINNSBORO,WINNSBORO,TX,WOOD,OPEN,CRITICAL ACCESS
403,YOAKUM COMMUNITY HOSPITAL,YOAKUM,TX,LAVACA,OPEN,CRITICAL ACCESS
404,LORETTO HOSPITAL,CHICAGO,IL,COOK,OPEN,GENERAL ACUTE CARE
405,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,CHICAGO,IL,COOK,OPEN,GENERAL ACUTE CARE
406,GOLDEN PLAINS COMMUNITY HOSPITAL,BORGER,TX,HUTCHINSON,OPEN,CRITICAL ACCESS
407,THOREK MEMORIAL HOSPITAL,CHICAGO,IL,COOK,OPEN,GENERAL ACUTE CARE
408,JOHN H STROGER JR HOSPITAL,CHICAGO,IL,COOK,OPEN,GENERAL ACUTE CARE
409,MERCY HOSPITAL AND MEDICAL CENTER,CHICAGO,IL,COOK,OPEN,GENERAL ACUTE CARE
410,LITTLE COMPANY OF MARY HOSPITAL,EVERGREEN PARK,IL,COOK,OPEN,GENERAL ACUTE CARE
411,ADVOCATE NORTHSIDE HEALTH NETWORK DBA ILLINOIS MASONIC MEDICAL CENTER,CHICAGO,IL,COOK,OPEN,GENERAL ACUTE CARE
412,METHODIST HOSPITAL OF CHICAGO,CHICAGO,IL,COOK,OPEN,GENERAL ACUTE CARE
413,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,OAK LAWN,IL,COOK,OPEN,GENERAL ACUTE CARE
414,LUTHERAN GENERAL HOSPITAL ADVOCATE,PARK RIDGE,IL,COOK,OPEN,GENERAL ACUTE CARE
415,NORTHWEST COMMUNITY HOSPITAL,ARLINGTON HEIGHTS,IL,COOK,OPEN,GENERAL ACUTE CARE
416,ALEXIAN BROTHERS MEDICAL CENTER,ELK GROVE VILLAGE,IL,COOK,OPEN,GENERAL ACUTE CARE
417,NORTHWESTERN MEMORIAL HOSPITAL,CHICAGO,IL,COOK,OPEN,GENERAL ACUTE CARE
418,ST ALEXIUS MEDICAL CENTER,HOFFMAN ESTATES,IL,COOK,OPEN,GENERAL ACUTE CARE
419,PROVIDENT HOSPITAL OF COOK COUNTY,CHICAGO,IL,COOK,OPEN,GENERAL ACUTE CARE
420,RUSSELL COUNTY HOSPITAL,RUSSELL SPRINGS,KY,RUSSELL,OPEN,GENERAL ACUTE CARE
421,RALEIGH GENERAL HOSPITAL,BECKLEY,WV,RALEIGH,OPEN,GENERAL ACUTE CARE
422,ROCKCASTLE REGIONAL HOSPITAL & RESPIRATORY CARE CENTER,MT VERNON,KY,ROCKCASTLE,OPEN,GENERAL ACUTE CARE
423,UNION HOSPITAL OF CECIL COUNTY,ELKTON,MD,CECIL,OPEN,GENERAL ACUTE CARE
424,BAPTIST HEALTH LOUISVILLE,LOUISVILLE,KY,JEFFERSON,OPEN,GENERAL ACUTE CARE
425,JEWISH HOSPITAL & ST. MARY'S HEALTHCARE,LOUISVILLE,KY,JEFFERSON,OPEN,GENERAL ACUTE CARE
426,KINDRED HOSPITAL - LOUISVILLE,LOUISVILLE,KY,JEFFERSON,OPEN,LONG TERM CARE
427,OUR LADY OF PEACE,LOUISVILLE,KY,JEFFERSON,OPEN,PSYCHIATRIC
428,UNIVERSITY OF LOUISVILLE HOSPITAL,LOUISVILLE,KY,JEFFERSON,OPEN,GENERAL ACUTE CARE
429,PAUL B HALL REGIONAL MEDICAL CENTER,PAINTSVILLE,KY,JOHNSON,OPEN,GENERAL ACUTE CARE
430,JEFFERSON MEDICAL CENTER,RANSON,WV,JEFFERSON,OPEN,CRITICAL ACCESS
431,PLATEAU MEDICAL CENTER,OAK HILL,WV,FAYETTE,OPEN,CRITICAL ACCESS
432,MINNIE HAMILTON HEALTH CARE CENTER,GRANTSVILLE,WV,CALHOUN,OPEN,CRITICAL ACCESS
433,ST MARY'S MEDICAL CENTER,HUNTINGTON,WV,CABELL,OPEN,GENERAL ACUTE CARE
434,PRINCETON COMMUNITY HOSPITAL,PRINCETON,WV,MERCER,OPEN,GENERAL ACUTE CARE
435,PLEASANT VALLEY HOSPITAL,POINT PLEASANT,WV,MASON,OPEN,GENERAL ACUTE CARE
436,BOONE MEMORIAL HOSPITAL,MADISON,WV,BOONE,OPEN,CRITICAL ACCESS
437,POCAHONTAS MEMORIAL HOSPITAL,BUCKEYE,WV,POCAHONTAS,OPEN,CRITICAL ACCESS
438,PRESTON MEMORIAL HOSPITAL,KINGWOOD,WV,PRESTON,CLOSED,CRITICAL ACCESS
439,WILLIAM R SHARPE JR HOSPITAL,WESTON,WV,LEWIS,OPEN,PSYCHIATRIC
440,UNIVERSITY OF KANSAS HOSPITAL TRANSPLANT CENTER,KANSAS CITY,KS,WYANDOTTE,OPEN,SPECIAL
441,ST JOSEPH HOSPITAL,BUCKHANNON,WV,UPSHUR,OPEN,CRITICAL ACCESS
442,BERKELEY MEDICAL CENTER,MARTINSBURG,WV,BERKELEY,OPEN,GENERAL ACUTE CARE
443,WEST VIRGINIA UNIVERSITY HOSPITALS,MORGANTOWN,WV,MONONGALIA,OPEN,GENERAL ACUTE CARE
444,REYNOLDS MEMORIAL HOSPITAL,GLEN DALE,WV,MARSHALL,OPEN,GENERAL ACUTE CARE
445,ST ANTHONYS MEMORIAL HOSPITAL,EFFINGHAM,IL,EFFINGHAM,OPEN,GENERAL ACUTE CARE
446,MEADOWVIEW REGIONAL MEDICAL CENTER,MAYSVILLE,KY,MASON,OPEN,GENERAL ACUTE CARE
447,ST. ELIZABETH FLORENCE,FLORENCE,KY,BOONE,OPEN,GENERAL ACUTE CARE
448,PINEVILLE COMMUNITY HOSPITAL,PINEVILLE,KY,BELL,OPEN,GENERAL ACUTE CARE
449,GENESIS HEALTH SYSTEM DBA GENESIS MEDICAL CENTER - SILVIS,SILVIS,IL,ROCK ISLAND,OPEN,GENERAL ACUTE CARE
450,TRINITY MEDICAL CENTER(WEST) DBA TRINITY ROCK ISLAND,ROCK ISLAND,IL,ROCK ISLAND,OPEN,GENERAL ACUTE CARE
